"year","month","office","unit","line","source","object","approved","modified","reserved","accrued"
"2020","01","0501","02","0202","1","51402",4268.75,4268.75,3651.49,3651.49
"2020","01","0501","02","0202","1","51403",127.92,127.92,94.94,94.94
"2020","01","0501","02","0202","1","51501",980.0,980.0,854.26,854.26
"2020","01","0501","02","0202","1","51502",4032.9,4032.9,3322.63,3322.63
"2020","01","0501","02","0202","1","51503",101.65,101.65,86.55,86.55
"2020","01","0501","02","0202","1","54505",0.0,46900.0,46900.0,46900.0
"2020","01","0504","01","0101","1","51101",7085.0,7085.0,7076.45,6712.68
"2020","01","0504","01","0101","1","51201",2500.0,2500.0,2500.0,2500.0
"2020","01","0504","01","0101","1","51401",480.0,475.9,464.17,464.17
"2020","01","0504","01","0101","1","51402",100.0,100.0,85.0,85.0
"2020","01","0504","01","0101","1","51501",545.0,549.1,549.1,549.1
"2020","01","0504","01","0101","1","51502",193.0,193.0,183.75,183.75
"2020","01","0504","01","0101","1","51702",2580.0,2580.0,2575.07,2575.07
"2020","01","0504","01","0101","1","54101",30.0,0.0,0.0,0.0
"2020","01","0504","01","0101","1","54103",0.0,18.0,18.0,18.0
"2020","01","0504","01","0101","1","54118",5.0,0.0,0.0,0.0
"2020","01","0504","01","0101","1","54119",0.0,3.41,3.41,3.41
"2020","01","0504","01","0101","1","54199",20.0,0.0,0.0,0.0
"2020","01","0504","01","0101","1","54201",210.0,224.12,224.12,224.12
"2020","01","0504","01","0101","1","54202",45.0,45.0,45.0,45.0
"2020","01","0504","01","0101","1","54203",170.0,0.0,0.0,0.0
"2020","01","0504","01","0101","1","54301",60.0,0.0,0.0,0.0
"2020","01","0504","01","0101","1","54302",80.0,0.0,0.0,0.0
"2020","01","0504","01","0101","1","54303",20.0,0.0,0.0,0.0
"2020","01","0504","01","0101","1","54307",265.0,0.0,0.0,0.0
"2020","01","0504","01","0101","1","54313",5.0,0.0,0.0,0.0
"2020","01","0504","01","0101","1","54316",20.0,0.0,0.0,0.0
"2020","01","0504","01","0101","1","54317",145.0,0.0,0.0,0.0
"2020","01","0504","01","0101","1","54399",35.0,0.0,0.0,0.0
"2020","01","0504","01","0101","1","54402",500.0,0.0,0.0,0.0
"2020","01","0504","01","0101","1","54403",25.0,25.0,25.0,25.0
"2020","01","0504","01","0101","1","54404",250.0,0.0,0.0,0.0
"2020","01","0504","01","0101","1","54503",5000.0,0.0,0.0,0.0
"2020","01","0504","01","0101","1","55507",45.0,45.0,45.0,45.0
"2020","01","0504","01","0101","1","5622400",815.0,815.0,815.0,815.0
"2020","01","0504","01","0102","1","51101",14814.0,14814.0,14696.54,14696.54
"2020","01","0504","01","0102","1","51401",1085.0,1085.0,1054.94,1054.94
"2020","01","0504","01","0102","1","51501",1148.0,1148.0,1129.06,1129.06
"2020","01","0504","01","0102","1","54101",15.0,52.5,52.5,52.5
"2020","01","0504","01","0102","1","54105",0.0,14.95,14.95,14.95
"2020","01","0504","01","0102","1","54107",0.0,1.35,1.35,1.35
"2020","01","0504","01","0102","1","54112",0.0,67.44,67.44,67.44
"2020","01","0504","01","0102","1","54116",0.0,0.0,0.0,0.0
"2020","01","0504","01","0102","1","54118",10.0,27.8,27.8,27.8
"2020","01","0504","01","0102","1","54119",0.0,0.0,0.0,0.0
"2020","01","0504","01","0102","1","54199",40.0,0.0,0.0,0.0
"2020","01","0504","01","0102","1","54201",390.0,588.99,588.99,588.99
"2020","01","0504","01","0102","1","54202",80.0,80.0,80.0,80.0
"2020","01","0504","01","0102","1","54203",315.0,0.0,0.0,0.0
"2020","01","0504","01","0102","1","54301",110.0,215.0,215.0,215.0
"2020","01","0504","01","0102","1","54302",160.0,0.0,0.0,0.0
"2020","01","0504","01","0102","1","54303",30.0,0.0,0.0,0.0
"2020","01","0504","01","0102","1","54307",495.0,0.0,0.0,0.0
"2020","01","0504","01","0102","1","54308",0.0,49.5,49.5,49.5
"2020","01","0504","01","0102","1","54310",0.0,617.0,617.0,617.0
"2020","01","0504","01","0102","1","54313",30.0,0.0,0.0,0.0
"2020","01","0504","01","0102","1","54316",45.0,0.0,0.0,0.0
"2020","01","0504","01","0102","1","54399",3750.0,380.44,380.44,380.44
"2020","01","0504","01","0102","1","54401",0.0,674.84,674.84,674.84
"2020","01","0504","01","0102","1","54403",35.0,216.0,216.0,216.0
"2020","01","0504","01","0102","1","55507",80.0,80.0,80.0,80.0
"2020","01","0504","01","0102","1","5622400",1525.0,1525.0,1525.0,1525.0
"2020","01","0504","01","0103","1","51101",35334.0,35334.0,29279.28,29279.28
"2020","01","0504","01","0103","1","51401",2555.0,2555.0,1894.73,1894.73
"2020","01","0504","01","0103","1","51501",2738.0,2738.0,2057.93,2057.93
"2020","01","0504","01","0103","1","51701",4860.0,4860.0,4857.53,4857.53
"2020","01","0504","01","0103","1","54101",220.0,0.0,0.0,0.0
"2020","01","0504","01","0103","1","54106",90.0,0.0,0.0,0.0
"2020","01","0504","01","0103","1","54118",250.0,0.0,0.0,0.0
"2020","01","0504","01","0103","1","54199",310.0,0.0,0.0,0.0
"2020","01","0504","01","0103","1","54201",395.0,395.0,395.0,395.0
"2020","01","0504","01","0103","1","54202",80.0,80.0,80.0,80.0
"2020","01","0504","01","0103","1","54203",320.0,0.0,0.0,0.0
"2020","01","0504","01","0103","1","54301",580.0,0.0,0.0,0.0
"2020","01","0504","01","0103","1","54302",160.0,0.0,0.0,0.0
"2020","01","0504","01","0103","1","54303",35.0,0.0,0.0,0.0
"2020","01","0504","01","0103","1","54307",490.0,0.0,0.0,0.0
"2020","01","0504","01","0103","1","54308",25.0,0.0,0.0,0.0
"2020","01","0504","01","0103","1","54313",25.0,0.0,0.0,0.0
"2020","01","0504","01","0103","1","54316",40.0,0.0,0.0,0.0
"2020","01","0504","01","0103","1","54317",290.0,290.0,290.0,290.0
"2020","01","0504","01","0103","1","54399",80.0,5.55,5.55,5.55
"2020","01","0504","01","0103","1","54401",0.0,74.45,74.45,74.45
"2020","01","0504","01","0103","1","54403",35.0,35.0,35.0,35.0
"2020","01","0504","01","0103","1","55507",3225.0,2563.13,2563.13,2563.13
"2020","01","0504","01","0103","1","55601",0.0,0.0,0.0,0.0
"2020","01","0504","01","0103","1","5622400",1530.0,1530.0,1530.0,1530.0
"2020","01","0504","02","0201","1","51101",92579.0,92579.0,84118.84,84118.84
"2020","01","0504","02","0201","1","51401",6857.0,6857.0,6057.95,6057.95
"2020","01","0504","02","0201","1","51501",7175.0,7175.0,5998.24,5998.24
"2020","01","0504","02","0201","1","51701",9430.0,9430.0,9422.46,9422.46
"2020","01","0504","02","0201","1","54118",80.0,0.0,0.0,0.0
"2020","01","0504","02","0201","1","54199",340.0,0.0,0.0,0.0
"2020","01","0504","02","0201","1","54201",3715.0,3715.0,3715.0,3715.0
"2020","01","0504","02","0201","1","54202",745.0,209.24,209.24,209.24
"2020","01","0504","02","0201","1","54203",1580.0,0.0,0.0,0.0
"2020","01","0504","02","0201","1","54301",1000.0,0.0,0.0,0.0
"2020","01","0504","02","0201","1","54302",1510.0,0.0,0.0,0.0
"2020","01","0504","02","0201","1","54303",350.0,42.86,42.86,42.86
"2020","01","0504","02","0201","1","54305",2500.0,0.0,0.0,0.0
"2020","01","0504","02","0201","1","54307",4675.0,0.0,0.0,0.0
"2020","01","0504","02","0201","1","54313",245.0,0.0,0.0,0.0
"2020","01","0504","02","0201","1","54316",825.0,0.0,0.0,0.0
"2020","01","0504","02","0201","1","54317",3750.0,1236.23,1236.23,1236.23
"2020","01","0504","02","0201","1","54399",765.0,450.82,450.82,450.82
"2020","01","0504","02","0201","1","54401",750.0,581.76,581.76,581.76
"2020","01","0504","02","0201","1","54402",500.0,0.0,0.0,0.0
"2020","01","0504","02","0201","1","54403",365.0,1354.5,1354.5,1354.5
"2020","01","0504","02","0201","1","54404",250.0,0.0,0.0,0.0
"2020","01","0504","02","0201","1","54599",1000.0,0.0,0.0,0.0
"2020","01","0504","02","0201","1","55507",4975.0,4686.05,4686.05,4686.05
"2020","01","0504","02","0201","1","55601",0.0,0.0,0.0,0.0
"2020","01","0504","02","0201","1","5622400",14505.0,12754.51,12754.51,12754.51
"2020","01","0504","02","0202","1","51101",48085.0,48085.0,44969.28,44969.28
"2020","01","0504","02","0202","1","51401",3801.0,3801.0,3549.98,3549.98
"2020","01","0504","02","0202","1","51501",3726.0,3726.0,3316.01,3316.01
"2020","01","0504","02","0202","1","51701",2545.0,2545.0,2544.66,2544.66
"2020","01","0504","02","0202","1","54101",155.0,0.0,0.0,0.0
"2020","01","0504","02","0202","1","54107",0.0,3.6,3.6,3.6
"2020","01","0504","02","0202","1","54118",50.0,0.0,0.0,0.0
"2020","01","0504","02","0202","1","54199",215.0,1.5,1.5,1.5
"2020","01","0504","02","0202","1","54201",2320.0,2320.0,2320.0,2320.0
"2020","01","0504","02","0202","1","54202",465.0,246.1,246.1,246.1
"2020","01","0504","02","0202","1","54203",1840.0,0.0,0.0,0.0
"2020","01","0504","02","0202","1","54301",625.0,0.0,0.0,0.0
"2020","01","0504","02","0202","1","54302",945.0,0.0,0.0,0.0
"2020","01","0504","02","0202","1","54303",210.0,1310.0,1310.0,1310.0
"2020","01","0504","02","0202","1","54305",2500.0,0.0,0.0,0.0
"2020","01","0504","02","0202","1","54307",2920.0,0.0,0.0,0.0
"2020","01","0504","02","0202","1","54313",155.0,0.0,0.0,0.0
"2020","01","0504","02","0202","1","54316",465.0,0.0,0.0,0.0
"2020","01","0504","02","0202","1","54317",2025.0,0.0,0.0,0.0
"2020","01","0504","02","0202","1","54399",1335.0,231.4,231.4,231.4
"2020","01","0504","02","0202","1","54401",375.0,375.0,375.0,375.0
"2020","01","0504","02","0202","1","54403",225.0,438.5,438.5,438.5
"2020","01","0504","02","0202","1","54599",1000.0,0.0,0.0,0.0
"2020","01","0504","02","0202","1","55507",2525.0,2525.0,2525.0,2525.0
"2020","01","0504","02","0202","1","55601",0.0,0.0,0.0,0.0
"2020","01","0504","02","0202","1","5622400",9065.0,9065.0,9065.0,9065.0
"2020","01","0504","02","0203","1","51101",35668.0,35265.04,31418.91,31418.91
"2020","01","0504","02","0203","1","51201",0.0,402.96,402.96,402.96
"2020","01","0504","02","0203","1","51401",2877.0,2842.75,2607.9,2607.9
"2020","01","0504","02","0203","1","51402",0.0,34.25,34.25,34.25
"2020","01","0504","02","0203","1","51501",2764.0,2732.77,2240.16,2240.16
"2020","01","0504","02","0203","1","51502",0.0,31.23,31.23,31.23
"2020","01","0504","02","0203","1","54101",2830.0,0.0,0.0,0.0
"2020","01","0504","02","0203","1","54118",30.0,0.0,0.0,0.0
"2020","01","0504","02","0203","1","54199",185.0,0.0,0.0,0.0
"2020","01","0504","02","0203","1","54201",1290.0,1290.0,1290.0,1290.0
"2020","01","0504","02","0203","1","54202",260.0,209.24,209.24,209.24
"2020","01","0504","02","0203","1","54203",1020.0,0.0,0.0,0.0
"2020","01","0504","02","0203","1","54301",345.0,0.0,0.0,0.0
"2020","01","0504","02","0203","1","54302",525.0,0.0,0.0,0.0
"2020","01","0504","02","0203","1","54303",115.0,0.0,0.0,0.0
"2020","01","0504","02","0203","1","54307",1620.0,0.0,0.0,0.0
"2020","01","0504","02","0203","1","54313",85.0,0.0,0.0,0.0
"2020","01","0504","02","0203","1","54316",320.0,0.0,0.0,0.0
"2020","01","0504","02","0203","1","54317",3840.0,0.0,0.0,0.0
"2020","01","0504","02","0203","1","54399",210.0,210.0,210.0,210.0
"2020","01","0504","02","0203","1","54403",130.0,315.0,315.0,315.0
"2020","01","0504","02","0203","1","55507",885.0,885.0,885.0,885.0
"2020","01","0504","02","0203","1","5622400",5035.0,5035.0,5035.0,5035.0
"2020","01","0504","03","0301","1","51101",2815.0,2815.0,2665.29,2665.29
"2020","01","0504","03","0301","1","51401",239.0,239.0,142.39,142.39
"2020","01","0504","03","0301","1","51501",218.0,218.0,126.46,126.46
"2020","01","0504","03","0301","1","54199",40.0,0.0,0.0,0.0
"2020","01","0504","03","0302","1","51101",4093.0,4093.0,3324.24,3324.24
"2020","01","0504","03","0302","1","51401",347.0,347.0,283.16,283.16
"2020","01","0504","03","0302","1","51501",317.0,317.0,254.83,254.83
"2020","01","0504","03","0302","1","54199",40.0,0.0,0.0,0.0
"2020","01","0504","03","0303","1","51101",1665.0,1665.0,1632.99,1632.99
"2020","01","0504","03","0303","1","51401",141.0,141.0,138.81,138.81
"2020","01","0504","03","0303","1","51501",129.0,129.0,126.56,126.56
"2020","01","0504","03","0303","1","54199",40.0,0.0,0.0,0.0
"2020","01","0504","03","0304","1","51101",3418.0,3034.37,2291.62,2291.62
"2020","01","0504","03","0304","1","51201",0.0,383.63,383.63,383.63
"2020","01","0504","03","0304","1","51401",290.0,257.39,135.57,135.57
"2020","01","0504","03","0304","1","51402",0.0,32.61,32.61,32.61
"2020","01","0504","03","0304","1","51501",265.0,235.27,123.6,123.6
"2020","01","0504","03","0304","1","51502",0.0,29.73,29.73,29.73
"2020","01","0504","03","0304","1","54199",40.0,0.0,0.0,0.0
"2020","01","0504","03","0305","1","51101",4093.0,4093.0,3321.61,3321.61
"2020","01","0504","03","0305","1","51401",347.0,347.0,283.16,283.16
"2020","01","0504","03","0305","1","51501",317.0,317.0,258.16,258.16
"2020","01","0504","03","0305","1","54199",40.0,0.0,0.0,0.0
"2020","01","0504","03","0306","1","51101",4093.0,4091.84,4089.58,4089.58
"2020","01","0504","03","0306","1","51401",347.0,347.94,347.94,347.94
"2020","01","0504","03","0306","1","51501",317.0,317.22,317.22,317.22
"2020","01","0504","03","0306","1","54199",40.0,0.0,0.0,0.0
"2020","01","0504","04","0401","1","54399",0.0,220.0,220.0,220.0
"2020","01","0505","01","0101","1","51201",73318.0,73318.0,69398.22,69398.22
"2020","01","0505","01","0101","1","51402",4630.0,4630.0,4079.03,4079.03
"2020","01","0505","01","0101","1","51502",5435.0,5435.0,4314.83,4314.83
"2020","01","0505","01","0101","1","54199",500.0,500.0,0.0,0.0
"2020","01","0505","01","0102","1","51201",107670.0,104670.82,103258.27,103258.27
"2020","01","0505","01","0102","1","51402",7390.0,7390.0,5725.08,5725.08
"2020","01","0505","01","0102","1","51502",7940.0,7940.0,6089.64,6089.64
"2020","01","0505","01","0102","1","54101",0.0,141.0,141.0,141.0
"2020","01","0505","01","0102","1","54107",0.0,33.56,33.56,33.56
"2020","01","0505","01","0102","1","54112",0.0,3.9,3.9,3.9
"2020","01","0505","01","0102","1","54115",0.0,51.64,51.64,51.64
"2020","01","0505","01","0102","1","54116",0.0,3.8,3.8,3.8
"2020","01","0505","01","0102","1","54119",0.0,3.75,3.75,3.75
"2020","01","0505","01","0102","1","54199",17710.0,4989.96,43.42,43.42
"2020","01","0505","01","0102","1","54201",0.0,5606.92,5606.92,5606.92
"2020","01","0505","01","0102","1","54202",0.0,1343.95,1343.95,1343.95
"2020","01","0505","01","0102","1","54203",0.0,177.88,177.88,177.88
"2020","01","0505","01","0102","1","54303",0.0,48.8,48.8,48.8
"2020","01","0505","01","0102","1","54307",0.0,293.02,293.02,293.02
"2020","01","0505","01","0102","1","54310",0.0,297.9,297.9,297.9
"2020","01","0505","01","0102","1","54313",0.0,600.0,600.0,600.0
"2020","01","0505","01","0102","1","54317",0.0,3556.0,3556.0,3556.0
"2020","01","0505","01","0102","1","54399",0.0,208.92,208.92,208.92
"2020","01","0505","01","0102","1","54403",0.0,349.0,349.0,349.0
"2020","01","0505","02","0201","1","51201",114310.0,112833.84,112559.0,112559.0
"2020","01","0505","02","0201","1","51402",6950.0,6950.0,5827.95,5827.95
"2020","01","0505","02","0201","1","51502",8758.0,8758.0,7904.17,7904.17
"2020","01","0505","03","0301","1","51201",73600.0,73600.0,72026.0,0.0
"2020","01","0505","03","0301","1","51402",4786.0,4786.0,4096.94,0.0
"2020","01","0505","03","0301","1","51502",5704.0,5704.0,4967.58,0.0
"2020","01","0505","03","0301","1","54201",5500.0,5500.0,3167.45,0.0
"2020","01","0505","03","0301","1","54202",800.0,800.0,0.0,0.0
"2020","01","0505","03","0301","1","54317",31500.0,31500.0,31000.0,0.0
"2020","01","0505","03","0301","1","54401",10000.0,10000.0,7090.6,0.0
"2020","01","0505","03","0303","1","54313",2375.0,2375.0,0.0,0.0
"2020","01","0505","03","0303","1","54401",31400.0,31400.0,19510.77,0.0
"2020","01","0505","04","0401","1","54105",25.0,25.0,0.0,0.0
"2020","01","0505","04","0401","1","54599",205.0,205.0,0.0,0.0
"2020","01","0505","04","0401","3","54313",250.0,250.0,0.0,0.0
"2020","01","0505","04","0401","3","54599",1560.0,1560.0,0.0,0.0
"2020","01","0505","04","0401","3","62201",93350.0,93350.0,0.0,0.0
"2020","01","0505","04","0401","5","54313",275.0,275.0,0.0,0.0
"2020","01","0505","04","0401","5","54599",12525.0,12525.0,1860.84,1860.84
"2020","01","0505","04","0401","5","62201",65500.0,65500.0,0.0,0.0
"2020","01","0505","04","0402","3","54599",1500.0,1500.0,1500.0,1500.0
"2020","01","0505","04","0402","3","61603",159930.0,159930.0,0.0,0.0
"2020","01","0505","04","0402","3","61608",9000.0,9000.0,0.0,0.0
"2020","01","0551","01","0101","1","51201",92770.0,92770.0,91997.18,91997.18
"2020","01","0551","01","0101","1","51402",3928.25,3928.25,3843.25,3843.25
"2020","01","0551","01","0101","1","51502",6400.28,6400.28,6350.14,6350.14
"2020","01","0551","01","0101","1","54101",475.0,35.0,35.0,35.0
"2020","01","0551","01","0101","1","54105",0.0,189.0,189.0,189.0
"2020","01","0551","01","0101","1","54110",0.0,11.6,11.6,11.6
"2020","01","0551","01","0101","1","54119",0.0,26.15,26.15,26.15
"2020","01","0551","01","0101","1","54199",0.0,1451.53,1451.53,1451.53
"2020","01","0551","01","0101","1","54201",2350.0,3633.07,2133.07,2133.07
"2020","01","0551","01","0101","1","54202",400.0,282.92,282.92,282.92
"2020","01","0551","01","0101","1","54203",2790.0,1722.47,1722.47,1722.47
"2020","01","0551","01","0101","1","54301",1083.34,1068.61,1068.61,0.0
"2020","01","0551","01","0101","1","54306",1765.0,0.0,0.0,0.0
"2020","01","0551","01","0101","1","54307",1340.0,1041.62,1041.62,1041.62
"2020","01","0551","01","0101","1","54313",88.34,166.57,166.57,166.57
"2020","01","0551","01","0101","1","54314",75.0,114.97,114.97,114.97
"2020","01","0551","01","0101","1","54317",17350.0,20255.24,20255.24,20255.24
"2020","01","0551","01","0101","1","54318",20000.0,0.0,0.0,0.0
"2020","01","0551","01","0101","1","54399",822.5,10773.28,10474.9,10474.9
"2020","01","0551","01","0101","1","54402",1225.0,0.0,0.0,0.0
"2020","01","0551","01","0101","1","54403",300.0,0.0,0.0,0.0
"2020","01","0551","01","0101","1","54404",1725.0,0.0,0.0,0.0
"2020","01","0551","01","0101","1","54505",0.0,75.0,75.0,75.0
"2020","01","0551","01","0101","1","54507",50.0,0.0,0.0,0.0
"2020","01","0551","01","0102","1","51201",60360.0,60360.0,60357.0,60357.0
"2020","01","0551","01","0102","1","51402",1870.0,1870.0,1870.0,1870.0
"2020","01","0551","01","0102","1","51502",4440.9,4440.9,4440.9,4440.9
"2020","01","0551","01","0102","1","54304",0.0,150.0,150.0,0.0
"2020","01","0551","01","0102","1","54314",0.0,979.5,979.5,0.0
"2020","01","0551","01","0102","1","54399",1200.0,7359.26,35.16,35.16
"2020","01","0551","01","0102","1","54507",0.0,3178.13,3178.13,0.0
"2020","01","0551","01","0102","1","54599",5200.0,0.0,0.0,0.0
"2020","01","0600","01","0101","1","51101",21000.0,21000.0,21000.0,21000.0
"2020","01","0600","01","0101","1","51201",44851.0,44851.0,41249.99,41249.99
"2020","01","0600","01","0101","1","51401",1050.0,1050.0,225.0,225.0
"2020","01","0600","01","0101","1","51402",2711.0,2711.0,2110.96,2110.96
"2020","01","0600","01","0101","1","51501",930.0,930.0,930.0,930.0
"2020","01","0600","01","0101","1","51502",3082.0,3082.0,2802.47,2802.47
"2020","01","0600","01","0101","1","54101",344.0,0.0,0.0,0.0
"2020","01","0600","01","0101","1","54115",0.0,148.62,148.62,148.62
"2020","01","0600","01","0101","1","54199",0.0,150.9,150.9,150.9
"2020","01","0600","01","0101","1","54201",6300.0,5907.31,5907.31,5907.31
"2020","01","0600","01","0101","1","54202",200.0,150.48,150.48,150.48
"2020","01","0600","01","0101","1","54203",2190.0,1718.32,1718.32,1663.32
"2020","01","0600","01","0101","1","54306",3916.0,3773.0,3773.0,0.0
"2020","01","0600","01","0101","1","54307",2775.0,2647.95,2647.95,0.0
"2020","01","0600","01","0101","1","54310",0.0,152.6,152.6,152.6
"2020","01","0600","01","0101","1","54317",15728.0,0.0,0.0,0.0
"2020","01","0600","01","0101","1","54399",0.0,1093.76,1093.76,1093.76
"2020","01","0600","01","0101","1","54403",500.0,682.0,682.0,682.0
"2020","01","0600","01","0101","1","61101",0.0,260.0,260.0,260.0
"2020","01","0600","01","0101","1","61107",0.0,120.0,120.0,120.0
"2020","01","0600","02","0201","1","51201",66255.0,66255.0,63472.76,63472.76
"2020","01","0600","02","0201","1","51402",3334.0,3334.0,2905.55,2905.55
"2020","01","0600","02","0201","1","51502",4727.0,4727.0,4519.85,4519.85
"2020","01","0600","02","0201","1","51702",2325.0,2325.0,2321.92,2321.92
"2020","01","0650","01","0101","1","51101",25321.0,29485.21,29485.21,29485.21
"2020","01","0650","01","0101","1","51105",1500.0,0.0,0.0,0.0
"2020","01","0650","01","0101","1","51107",15500.0,10335.63,10335.63,10335.63
"2020","01","0650","01","0101","1","51401",1037.0,804.37,804.37,804.37
"2020","01","0650","01","0101","1","51501",2402.0,1708.12,1708.12,1708.12
"2020","01","0650","01","0101","1","51999",2500.0,496.77,496.77,496.77
"2020","01","0650","01","0101","1","54317",6678.0,0.0,0.0,0.0
"2020","01","0650","01","0102","1","51101",29147.0,30765.05,30765.05,30765.05
"2020","01","0650","01","0102","1","51107",17500.0,14357.75,14357.75,14357.75
"2020","01","0650","01","0102","1","51201",0.0,809.7,809.7,809.7
"2020","01","0650","01","0102","1","51401",1913.0,1745.31,1745.31,1745.31
"2020","01","0650","01","0102","1","51402",0.0,60.94,60.94,60.94
"2020","01","0650","01","0102","1","51501",2733.0,2233.01,2233.01,2233.01
"2020","01","0650","01","0102","1","51502",0.0,62.97,62.97,62.97
"2020","01","0650","01","0102","1","54201",1700.0,2249.6,2249.6,2249.6
"2020","01","0650","01","0102","1","54202",166.0,158.63,158.63,158.63
"2020","01","0650","01","0102","1","54203",2416.0,810.3,810.3,810.3
"2020","01","0650","01","0102","1","54306",710.0,557.77,557.77,557.77
"2020","01","0650","01","0102","1","54317",14452.0,7910.0,7910.0,7910.0
"2020","01","0650","01","0102","1","54399",1393.0,2225.24,2225.24,1683.91
"2020","01","0650","01","0102","1","54403",100.0,0.0,0.0,0.0
"2020","01","0650","01","0102","1","55601",3000.0,2349.27,2349.27,0.0
"2020","01","0650","01","0102","1","55602",7050.0,4049.89,4049.89,0.0
"2020","01","0650","02","0201","1","51101",17035.0,21688.52,21688.52,21688.52
"2020","01","0650","02","0201","1","51107",12000.0,9449.77,9449.77,9449.77
"2020","01","0650","02","0201","1","51401",1255.0,1146.19,1146.19,1146.19
"2020","01","0650","02","0201","1","51501",1877.0,1684.42,1684.42,1684.42
"2020","01","0650","02","0201","1","54310",800.0,0.0,0.0,0.0
"2020","01","0650","02","0201","1","54403",150.0,0.0,0.0,0.0
"2020","01","0650","02","0201","1","54599",8218.0,0.0,0.0,0.0
"2020","01","0700","01","0101","1","51101",115745.0,115745.0,110595.68,110595.68
"2020","01","0700","01","0101","1","51201",100108.0,100108.0,60326.58,60326.58
"2020","01","0700","01","0101","1","51401",6915.0,6915.0,4964.0,4964.0
"2020","01","0700","01","0101","1","51402",3270.0,3270.0,1220.0,1220.0
"2020","01","0700","01","0101","1","51501",8335.0,8335.0,6285.89,6285.89
"2020","01","0700","01","0101","1","51502",7410.0,7410.0,3798.48,3798.48
"2020","01","0700","01","0101","1","51601",1715.0,1715.0,1714.29,1714.29
"2020","01","0700","01","0101","1","51701",0.0,50132.93,50132.93,50132.93
"2020","01","0700","01","0101","1","51702",0.0,5318.39,5318.39,5318.39
"2020","01","0700","01","0101","1","54101",5685.0,5500.41,5500.41,5500.41
"2020","01","0700","01","0101","1","54104",165.0,0.0,0.0,0.0
"2020","01","0700","01","0101","1","54105",715.0,22.1900000000001,22.19,22.19
"2020","01","0700","01","0101","1","54106",70.0,0.0,0.0,0.0
"2020","01","0700","01","0101","1","54107",120.0,120.88,120.88,120.88
"2020","01","0700","01","0101","1","54108",0.0,5.3,5.3,5.3
"2020","01","0700","01","0101","1","54112",50.0,0.0,0.0,0.0
"2020","01","0700","01","0101","1","54114",850.0,56.72,56.72,56.72
"2020","01","0700","01","0101","1","54115",2195.0,162.0,162.0,162.0
"2020","01","0700","01","0101","1","54117",0.0,70.2,70.2,70.2
"2020","01","0700","01","0101","1","54118",650.0,0.0,0.0,0.0
"2020","01","0700","01","0101","1","54119",2015.0,0.0,0.0,0.0
"2020","01","0700","01","0101","1","54199",11240.0,5.59000000000015,5.59,5.59
"2020","01","0700","01","0101","1","54203",70.0,60.83,60.83,60.83
"2020","01","0700","01","0101","1","54204",20.0,0.0,0.0,0.0
"2020","01","0700","01","0101","1","54301",1100.0,0.0,0.0,0.0
"2020","01","0700","01","0101","1","54302",150.0,0.0,0.0,0.0
"2020","01","0700","01","0101","1","54305",100000.0,0.0,0.0,0.0
"2020","01","0700","01","0101","1","54310",2500.0,0.0,0.0,0.0
"2020","01","0700","01","0101","1","54313",1715.0,4.05999999999995,4.06,4.06
"2020","01","0700","01","0101","1","54314",0.0,27.95,27.95,27.95
"2020","01","0700","01","0101","1","54399",9650.0,93.5,93.5,93.5
"2020","01","0700","01","0101","1","54401",215.0,0.0,0.0,0.0
"2020","01","0700","01","0101","1","54402",2800.0,1505.61,1505.61,1505.61
"2020","01","0700","01","0101","1","54403",455.0,327.0,327.0,327.0
"2020","01","0700","01","0101","1","54404",2800.0,1127.5,1127.5,1127.5
"2020","01","0700","01","0101","1","54505",1400.0,0.0,0.0,0.0
"2020","01","0700","01","0101","1","54599",50000.0,120000.0,120000.0,120000.0
"2020","01","0700","01","0102","1","51101",50250.0,50250.0,50107.59,50107.59
"2020","01","0700","01","0102","1","51201",15425.0,15425.0,14125.79,14125.79
"2020","01","0700","01","0102","1","51401",2860.0,2860.0,2061.15,2061.15
"2020","01","0700","01","0102","1","51402",600.0,600.0,359.33,359.33
"2020","01","0700","01","0102","1","51501",3895.0,3895.0,2836.75,2836.75
"2020","01","0700","01","0102","1","51502",1200.0,1200.0,835.62,835.62
"2020","01","0700","01","0102","1","54114",250.0,0.0,0.0,0.0
"2020","01","0700","01","0102","1","54115",150.0,0.0,0.0,0.0
"2020","01","0700","01","0102","1","54199",70000.0,0.0,0.0,0.0
"2020","01","0700","01","0102","1","54301",625.0,0.0,0.0,0.0
"2020","01","0700","01","0102","1","54399",4800.0,0.0,0.0,0.0
"2020","01","0700","01","0102","1","54403",100.0,0.0,0.0,0.0
"2020","01","0700","01","0102","1","54404",0.0,420.0,420.0,420.0
"2020","01","0700","01","0102","1","54503",415500.0,0.0,0.0,0.0
"2020","01","0700","01","0102","1","55603",2143075.0,3500.0,3500.0,3500.0
"2020","01","0700","01","0103","1","51101",341235.0,341235.0,330447.12,330447.12
"2020","01","0700","01","0103","1","51201",42885.0,46130.93,30904.69,30904.69
"2020","01","0700","01","0103","1","51401",23835.0,23835.0,18789.77,18789.77
"2020","01","0700","01","0103","1","51402",2025.0,2025.0,817.25,817.25
"2020","01","0700","01","0103","1","51501",24860.0,24860.0,19475.31,19475.31
"2020","01","0700","01","0103","1","51502",3325.0,3325.0,1630.9,1630.9
"2020","01","0700","01","0103","1","51701",0.0,22055.48,22055.48,22055.48
